날짜,종목코드,시가,고가,저가,종가,출처
2025-06-30,183710,40935,45237,40797,45178,Naver
2025-06-30,185680,23855,26110,23245,24230,Naver
2025-06-30,189400,20345,21185,20290,21185,Naver
2025-06-30,190620,99092,99282,99087,99272,Naver
2025-06-30,192090,9563,9695,9294,9558,Naver
2025-06-30,192720,37721,42464,37094,41822,Naver
2025-06-30,195930,19263,20146,18409,19303,Naver
2025-06-30,195970,13465,13905,13155,13815,Naver
2025-06-30,195980,10395,11075,10140,10975,Naver
2025-06-30,196230,113800,114017,113800,113997,Naver
2025-06-30,200030,33955,34830,33345,34620,Naver
2025-06-30,200250,25440,25590,24285,25205,Naver
2025-06-30,203780,20593,21538,20528,20985,Naver
2025-06-30,204450,2500,2825,2385,2720,Naver
2025-06-30,204480,16316,16872,15542,16356,Naver
2025-06-30,205720,2328,2348,2233,2248,Naver
2025-06-30,210780,16606,21824,16273,18436,Naver
2025-06-30,211560,21518,24918,21140,24461,Naver
2025-06-30,211900,17171,19968,16847,19575,Naver
2025-06-30,213610,8365,9150,8345,8905,Naver
2025-06-30,213630,16876,17416,16649,17069,Naver
2025-06-30,214980,112495,112696,112495,112682,Naver
2025-06-30,215620,14485,15985,14485,15845,Naver
2025-06-30,217780,7473,7512,7217,7333,Naver
2025-06-30,218420,13065,14665,12840,13460,Naver
2025-06-30,219390,5375,6610,5320,5625,Naver
2025-06-30,219900,2788,2897,2694,2808,Naver
2025-06-30,220130,4550,4800,4535,4785,Naver
2025-06-30,223190,11830,13335,11695,13150,Naver
2025-06-30,225030,2861,2871,2714,2724,Naver
2025-06-30,225040,42815,47255,42468,47250,Naver
2025-06-30,225050,12609,12924,11527,12107,Naver
2025-06-30,225060,8486,9401,8179,9114,Naver
2025-06-30,225130,34859,37839,33510,34150,Naver
2025-06-30,225800,14367,14560,13783,13808,Naver
2025-06-30,226380,6395,7390,6395,7250,Naver
2025-06-30,226490,27505,31950,27385,31360,Naver
2025-06-30,226980,15575,17980,15410,17820,Naver
2025-06-30,227540,18685,19310,18385,18485,Naver
2025-06-30,227550,8335,9720,8335,9200,Naver
2025-06-30,227560,10307,11586,10152,11566,Naver
2025-06-30,227570,13810,15430,13625,15210,Naver
2025-06-30,227830,27799,32074,27650,31601,Naver
2025-06-30,228790,3680,4204,3655,4164,Naver
2025-06-30,228800,3255,3700,3235,3645,Naver
2025-06-30,228810,6955,7740,6895,7590,Naver
2025-06-30,228820,7635,8790,7575,8585,Naver
2025-06-30,229200,11880,13010,11860,12650,Naver
2025-06-30,229720,15160,17600,15080,17100,Naver
2025-06-30,230480,4920,5140,4875,5115,Naver
2025-06-30,232080,12165,13330,12145,12930,Naver
2025-06-30,233160,7994,9541,7939,8957,Naver
2025-06-30,233740,7125,8500,7100,7985,Naver
2025-06-30,234310,13946,15369,13773,15265,Naver
2025-06-30,236350,40200,41537,37776,41059,Naver
2025-06-30,237350,27675,32565,27520,31950,Naver
2025-06-30,237370,13553,14519,13474,14066,Naver
2025-06-30,237440,9612,9826,9592,9826,Naver
2025-06-30,238670,11305,11845,11275,11770,Naver
2025-06-30,238720,26705,29720,25907,28783,Naver
2025-06-30,239660,119228,119346,119099,119317,Naver
2025-06-30,241180,21697,22878,21178,22477,Naver
2025-06-30,241390,11748,12278,11694,12228,Naver
2025-06-30,243880,22584,35816,22584,33767,Naver
2025-06-30,243890,3606,4757,3527,4717,Naver
2025-06-30,244580,9000,9420,8715,8990,Naver
2025-06-30,244620,13277,14442,13197,14442,Naver
2025-06-30,244660,8740,9235,8660,9105,Naver
2025-06-30,244670,9207,10061,9083,9927,Naver
2025-06-30,245350,15191,15653,14771,15514,Naver
2025-06-30,245360,11971,12597,11639,12206,Naver
2025-06-30,245710,21399,22057,20387,21603,Naver
2025-06-30,248270,21532,21941,20101,21228,Naver
2025-06-30,250730,9861,10350,9417,10118,Naver
2025-06-30,250780,3910,3925,3570,3685,Naver
2025-06-30,251340,3890,3895,3540,3645,Naver
2025-06-30,251350,30304,31160,30041,30967,Naver
2025-06-30,251590,14012,15286,13796,15103,Naver
2025-06-30,252400,15843,21799,15759,21100,Naver
2025-06-30,252410,5395,5410,4590,4650,Naver
2025-06-30,252420,1940,1943,1383,1430,Naver
2025-06-30,252650,12171,13926,12081,13701,Naver
2025-06-30,252670,1924,1932,1374,1420,Naver
2025-06-30,252710,2035,2050,1456,1504,Naver
2025-06-30,253150,32085,43723,31803,42521,Naver
2025-06-30,253160,3915,3960,2830,2915,Naver
2025-06-30,253230,1934,1951,1393,1435,Naver
2025-06-30,253240,5420,5450,4630,4675,Naver
2025-06-30,253250,15652,21522,15588,20853,Naver
2025-06-30,253280,13710,14565,13625,13850,Naver
2025-06-30,253290,11952,12211,11928,12027,Naver
2025-06-30,256440,8834,8864,7664,8222,Naver
2025-06-30,256450,8467,8891,8297,8811,Naver
2025-06-30,256750,8565,9055,8430,8980,Naver
2025-06-30,261060,12080,13860,12030,13495,Naver
2025-06-30,261070,14370,15255,13825,14250,Naver
2025-06-30,261110,15241,15384,14541,14620,Naver
2025-06-30,261120,5588,5825,5534,5820,Naver
2025-06-30,261220,13465,16835,13450,14455,Naver
2025-06-30,261240,13678,13747,13376,13401,Naver
2025-06-30,261250,15279,15378,14564,14629,Naver
2025-06-30,261260,5630,5895,5585,5865,Naver
2025-06-30,261270,8165,8365,8137,8350,Naver
2025-06-30,261920,13811,13934,13021,13574,Naver
2025-06-30,266160,13954,15759,13721,15565,Naver
2025-06-30,266360,11875,15610,11875,14545,Naver
2025-06-30,266370,14955,18215,14905,17725,Naver
2025-06-30,266390,9060,9880,9030,9835,Naver
2025-06-30,266410,7555,8225,7530,8180,Naver
2025-06-30,266420,16865,17915,16725,17075,Naver
2025-06-30,266550,13555,15140,13350,15005,Naver
2025-06-30,267440,8146,8337,8068,8273,Naver
2025-06-30,267450,11064,11118,10853,10917,Naver
2025-06-30,267490,5334,5560,5255,5501,Naver
2025-06-30,267770,13141,18168,13122,17598,Naver
2025-06-30,269370,15223,15296,14674,14988,Naver
2025-06-30,269420,18764,19758,18744,19313,Naver
2025-06-30,269530,17655,18135,16945,17513,Naver
2025-06-30,269540,23420,24550,23320,24550,Naver
2025-06-30,270800,11481,12944,11481,12404,Naver
2025-06-30,270810,11805,12935,11800,12560,Naver
2025-06-30,271050,4495,4510,3580,4130,Naver
2025-06-30,271060,8285,8485,7980,8055,Naver
2025-06-30,272560,111793,111991,111788,111991,Naver
2025-06-30,272570,110169,110253,109542,110129,Naver
2025-06-30,272580,55334,55438,55329,55433,Naver
2025-06-30,272910,107752,107826,107257,107757,Naver
2025-06-30,273130,117203,117217,116188,116813,Naver
2025-06-30,273140,112242,112458,112237,112458,Naver
2025-06-30,275280,15770,18725,15680,18335,Naver
